datetime,temp,feelslike,humidity,precip,windspeed,sealevelpressure,cloudcover,conditions
2023-04-01T07:00:00,13.1,13.1,83.48,0,3.6,1025,57.8,Partially cloudy
2023-04-01T08:00:00,13,13,87.66,0,3.6,1025,50,Partially cloudy
2023-04-01T09:00:00,13,13,87.66,0,9.4,1024,50,Partially cloudy
2023-04-01T10:00:00,13.1,13.1,88.85,0,8.1,1025.1,90.7,Overcast
2023-04-01T11:00:00,13,13,93.65,0,5.4,1025,89,Partially cloudy
2023-04-01T12:00:00,13,13,100,0,7.6,1025,89,Partially cloudy
2023-04-01T13:00:00,14.9,14.9,93.46,0,11.8,1024.1,90.7,Overcast
2023-04-01T14:00:00,15,15,93.75,0,9.4,1024,89,Partially cloudy
2023-04-01T15:00:00,15,15,93.75,0,5.4,1024,89,Partially cloudy
2023-04-01T16:00:00,15.3,15.3,93.48,0,10.5,1024,90.7,Overcast
2023-04-01T17:00:00,15,15,100,0,9.4,1024,89,Partially cloudy
2023-04-01T18:00:00,15,15,93.75,0,22.3,1024,89,Partially cloudy
2023-04-01T19:00:00,15.1,15.1,87.67,0,14.5,1024,31.1,Partially cloudy
2023-04-01T20:00:00,14,14,87.75,0,14.8,1024,56.4,Partially cloudy
2023-04-01T21:00:00,13,13,87.66,0,14.8,1025,39,Partially cloudy
2023-04-01T22:00:00,12,12,87.57,0,14.8,1026,41,Partially cloudy
2023-04-01T23:00:00,11,11,87.48,0,11.2,1026,30.3,Partially cloudy
2023-04-02T00:00:00,10,10,93.5,0,11.2,1026,28.1,Partially cloudy
2023-04-02T01:00:00,9,7.3,93.45,0,11.2,1026,6.1,Clear
2023-04-02T02:00:00,9,7.9,93.45,0,7.6,1026,31.4,Partially cloudy
2023-04-02T03:00:00,8,6.4,93.4,0,9.4,1026,47.6,Partially cloudy
2023-04-02T04:00:00,9,7.3,81.49,0,11.2,1026,29.5,Partially cloudy
2023-04-02T05:00:00,6,4,93.3,0,9.4,1026,9.9,Clear
2023-04-02T06:00:00,5,3.9,100,0,5.4,1026,7.7,Clear
2023-04-02T07:00:00,4.3,2.7,98.59,0,6.7,1026.1,10,Clear
2023-04-02T08:00:00,7,7,87.1,0,3.6,1027,0,Clear
2023-04-02T09:00:00,10,10,76.19,0,5.4,1027,0,Clear
2023-04-02T10:00:00,11.9,11.9,69.41,0,11.5,1027.1,10,Clear
2023-04-02T11:00:00,14,14,54.63,0,9.4,1028,0,Clear
2023-04-02T12:00:00,16,16,48.03,0,7.6,1027,0,Clear
2023-04-02T13:00:00,16.9,16.9,49.06,0,8.5,1027.1,30,Partially cloudy
2023-04-02T14:00:00,17,17,55.4,0,13,1026,74.1,Partially cloudy
2023-04-02T15:00:00,17,17,59.28,0,14.8,1026,100,Overcast
2023-04-02T16:00:00,16.1,16.1,58.62,0,18.3,1025.1,80,Partially cloudy
2023-04-02T17:00:00,16,16,63.17,0,14.8,1025,100,Overcast
2023-04-02T18:00:00,17,17,48.31,0,14.8,1024,56.1,Partially cloudy
2023-04-02T19:00:00,15.2,15.2,59.15,0,15.4,1024.1,80,Partially cloudy
2023-04-02T20:00:00,14,14,71.85,0,14.8,1024,3.1,Clear
2023-04-02T21:00:00,12,12,87.57,0,11.2,1024,10,Clear
2023-04-02T22:00:00,11,11,93.55,0,5.4,1024,0,Clear
2023-04-02T23:00:00,10,10,93.5,0,3.6,1024,1.3,Clear
2023-04-03T00:00:00,10,10,93.5,0,1.8,1024,16.3,Clear
2023-04-03T01:00:00,9,9,100,0,0,1023,12.6,Clear
2023-04-03T02:00:00,8,8,93.4,0,0,1022,20.8,Partially cloudy
2023-04-03T03:00:00,8,8,93.4,0,1.8,1021,17,Clear
2023-04-03T04:00:00,8,7.4,87.19,0,5.4,1021,9.3,Clear
2023-04-03T05:00:00,9,9,81.49,0,0,1021,100,Overcast
2023-04-03T06:00:00,9,9,87.29,0,0,1020,100,Overcast
2023-04-03T07:00:00,9.2,9.2,78.65,0,3.3,1020.1,50,Partially cloudy
2023-04-03T08:00:00,9,9,87.29,0,0,1020,100,Overcast
2023-04-03T09:00:00,12,12,71.47,0,16.6,1019,100,Overcast
2023-04-03T10:00:00,14,14,67.71,0,12.1,1019.1,100,Overcast
2023-04-03T11:00:00,16,16,55.14,0,13,1019,100,Overcast
2023-04-03T12:00:00,17,17,55.4,0,3.6,1019,100,Overcast
2023-04-03T13:00:00,16.1,16.1,79.92,0,12.4,1019,100,Overcast
2023-04-03T14:00:00,16,16,82.39,0,13,1018,50,Partially cloudy
2023-04-03T15:00:00,17,17,72.4,0,5.4,1017,27.6,Partially cloudy
2023-04-03T16:00:00,16.1,16.1,77.16,0,4.2,1016.2,38.8,Partially cloudy
2023-04-03T17:00:00,16,16,77.16,0,3.6,1015,27.6,Partially cloudy
2023-04-03T18:00:00,16,16,82.39,0,7.6,1014,27.6,Partially cloudy
2023-04-03T19:00:00,16.1,16.1,71.64,0,5.7,1013,38.8,Partially cloudy
2023-04-03T20:00:00,14,14,93.7,0,18.4,1013,50,Partially cloudy
2023-04-03T21:00:00,14,14,87.75,0,20.5,1014,27.6,Partially cloudy
2023-04-03T22:00:00,13,13,93.65,0,24.1,1014,89,Partially cloudy
2023-04-03T23:00:00,13,13,82.01,0,22.3,1014,50,Partially cloudy
2023-04-04T00:00:00,13,13,87.66,0,16.6,1014,100,Overcast
2023-04-04T01:00:00,13,13,87.66,0,14.8,1014,27.6,Partially cloudy
2023-04-04T02:00:00,12,12,93.6,0,11.2,1014,92.8,Overcast
2023-04-04T03:00:00,12,12,87.57,0,11.2,1013,100,Overcast
2023-04-04T04:00:00,12,12,93.6,0,9.4,1013,100,Overcast
2023-04-04T05:00:00,11,11,93.55,0,7.6,1013,95.7,Overcast
2023-04-04T06:00:00,11,11,93.55,0,7.6,1013,61.2,Partially cloudy
2023-04-04T07:00:00,10.2,10.2,93.22,0,6,1013.1,30,Partially cloudy
2023-04-04T08:00:00,10,10,93.5,0,5.4,1014,0,Clear
2023-04-04T09:00:00,15,15,72.04,0,3.6,1014,0,Clear
2023-04-04T10:00:00,17,17,54.94,0,14.7,1014.9,50,Partially cloudy
2023-04-04T11:00:00,19,19,42.6,0,13,1015,0,Clear
2023-04-04T12:00:00,20,20,37.35,0,16.6,1015,0,Clear
2023-04-04T13:00:00,21.1,21.1,25.07,0,15.4,1015,60,Partially cloudy
2023-04-04T14:00:00,21,21,26.46,0,14.8,1015,0,Clear
2023-04-04T15:00:00,24,24,23.69,0,14.8,1014,0,Clear
2023-04-04T16:00:00,24,24,17.08,0,16.8,1014,40,Partially cloudy
2023-04-04T17:00:00,22,22,40.6,0,16.6,1014,0,Clear
2023-04-04T18:00:00,24,24,15.22,0,20.5,1014,0,Clear
2023-04-04T19:00:00,19.9,19.9,50.26,0,13.6,1014.1,30,Partially cloudy
2023-04-04T20:00:00,17,17,63.4,0,14.8,1015,0,Clear
2023-04-04T21:00:00,15,15,77,0,5.4,1015,0,Clear
2023-04-04T22:00:00,14,14,76.84,0,1.8,1016,0,Clear
2023-04-04T23:00:00,14,14,71.85,0,7.6,1017,0,Clear
2023-04-05T00:00:00,11,11,76.36,0,3.6,1017,0,Clear
2023-04-05T01:00:00,11,11,71.28,0,3.6,1017,0,Clear
2023-04-05T02:00:00,12,12,50.39,0,7.6,1018,0,Clear
2023-04-05T03:00:00,13,13,38,0,5.4,1017,0.4,Clear
2023-04-05T04:00:00,11,11,46.62,0,14.8,1017,3.3,Clear
2023-04-05T05:00:00,12,12,40.57,0,14.8,1017,0,Clear
2023-04-05T06:00:00,12,12,35.01,0,3.6,1017,0,Clear
2023-04-05T07:00:00,12.2,12.2,33.8,0,6.7,1017,0,Clear
2023-04-05T08:00:00,12,12,35.01,0,11.2,1018,0,Clear
2023-04-05T09:00:00,16,16,23.25,0,13,1018,4.7,Clear
2023-04-05T10:00:00,17,17,27.29,0,15.1,1018,10,Clear
2023-04-05T11:00:00,19,19,19.24,0,16.6,1018,0,Clear
2023-04-05T12:00:00,21,21,22.89,0,14.8,1018,15.4,Clear
2023-04-05T13:00:00,22,22,20,0,5.4,1018,25.8,Partially cloudy
2023-04-05T14:00:00,20,20,32.46,0,13,1018,39.4,Partially cloudy
2023-04-05T15:00:00,20,20,40.03,0,16.6,1017,75.2,Partially cloudy
2023-04-05T16:00:00,19.9,19.9,49.76,0,17.3,1017,80,Partially cloudy
2023-04-05T17:00:00,19,19,48.86,0,14.8,1016,100,Overcast
2023-04-05T18:00:00,18,18,52.01,0,16.6,1016,100,Overcast
2023-04-05T19:00:00,17,17,51.86,0,14.2,1016.1,80,Partially cloudy
2023-04-05T20:00:00,14,14,62.72,0,11.2,1016,90,Partially cloudy
2023-04-05T21:00:00,14,14,62.72,0,16.6,1017,87.4,Partially cloudy
2023-04-05T22:00:00,13,13,71.66,0,9.4,1017,74.8,Partially cloudy
2023-04-05T23:00:00,13,13,71.66,0,1.8,1017,71.7,Partially cloudy
